text,label
tək kəlimə ilə möhtəşəm,1
"Прекрасный крем , под базу самое то 👍",1
əla,1
super,1
eladi ❤️tewwekurler birmarket kuryerleriniz mədəni işini peşarcasina həyata keçirdilər məhsulların keyfiyyətlidi,1
alın aldirin qiymətdə keyfiyyətdə super,1
çox xoşuma geldi.tonal krem çox qeseng oturur bu bazanı çəkdikdən sonra,1
yaxsidir,1
Yaxsi masuldu,1
mükemmel,1
superdi,1
beyendim,1
mehsul cox mohtesemdi beyendim,1
Cox keyfiyetli,1
Superdi,1
ƏLA,1
Əla!,1
yaxsi deyil,0
Cox gozel mehsuldu,1
ela qiymete,1
qəşəngdir 👍,1
Üzü işıl işıl edir🤍🫧,1
superitos,1
"Mesameleri super gizledir, qoxusu da qeshengdirr.",1
makyaj bazası kimi yaxşıdir,1
Cox qəşəng bəyəndim,1
super məhsul eyni şəkildəki kimidir iyide qeseydi biraz durudur,1
Çox pisdir,0
"Все идеально, и хорошо впитывается в кожу, и так же хорошо увлажняет кожу перед макияжем, советую. Но так же рекомендую не забывать то что нужно мыть сначало лицо наносить крем лица и снова смывать и наносить Базу, что бы более лучше впиталось.",1
Super mehsuldu çox beyendim,1
Təşəkkürlər,1
Cox komeyi deydi umicoda bele mallarin olmasi.Ehtiyac duyuldigu anda sifaris ve catdirilma cox gozeldir,1
tonal kremden evvel vururam Cox gözel.parlaq ve canlı görünür üzüm,1
super,1
elede güclü məhsul deyil.. birşey anlaya bilmedim.. çox zəif,0
eladi hemiwe istifade edirem,1
əla,1
sevmedim.uzumu sepdirdi,0
yaxsi,1
ela,1
qewegdi,1
Очень классный запах и текстура.,1
şəkildə necədi elədə geldi çox sağolun,1
super👍🏻,1
qəşəngdir,1
Yaxşıdır. Təşəkkürlər.,1
çox gözəl,1
👍🏻 qiymtine gore ela mehsuldur,1
superdir,0
bəyəndim,1
qoxusu gözəldir tekusturasıda çox bəyəndim,1
əladı,1
Cox gozeldir beyendim,1
qəşəngdi amma mənə yaşıl rəngdə gəldi. üç rəngli gəlmədi. amma məhsul əladır,1
sifarişim gəldi. zədələnmədən sağlam şəkildə təhvil aldım. teksturası çox yumşaqdı su kimidi demək olar ki. dəriyə hopur və dəri rəngi ilə bütünləşir. yağlılıq hissi buraxmır,1
yaxşıdı,1
super,1
super,1
tonalin uzde otumagina cox komek edir,1
üzdə qaldiqdan bir müddət sonra çox parlaq olur,0
çox gözəl inanmazdım,1
Çox bəyəndim,1
cox beyendim👍🏻,1
Əla👏🏻,1
tewekkurler,1
"Əla bazadır ,nəmli kremə ehtiyac qalmır hətda üzdə dərin ləkə yoxdursa tonal əvəzidə işlədirəm , qiymətinəndə artıq haqqını verir .",1
"çox gözəldir, dərini nəmləndirir və parladır.",1
məhsulun 1 verilməyib,0
Отличная база под макияж!,1
bu qiymətə baza və mükəmməl,1
Almağa dəyər bir məhsuldur👍,1
Əladir ! Alin peşman olmayacaqiniz bir mehsuldur.,1
istifadə edirəm. çox yaxşıdır,1
"bəyəndim əladır, bu qədər qəşəy olacağını gpzləmirdim",1
əla qiymət,1
Çox bəyəndim👍,1
super 😍,1
Bu qiymətə belə bir mükəmməl məhsul ✨👍,1
"çox gözəl, möhtəşəm",1
Mükəmmmməəəəl həqiqətən alın👍🏻,1
"Çox qeşeydi, Teşekürler ❤️",1
çox xoşlarına gəldi,1
"хорошая база за свои деньги, но учтите что делает цвет лица посветлее",1
"Çox yungul teksturaya malikdir. Bildiyimiz nemlendirici krem kimidir .
Uzde çox hiss olunmur. Yumwag ve qizartilari örtduyune göre beyenirem. İkinci defe sifariw etdim .
Hediyye olaraq dirnaq nakleykalari qoyulmuwdu, teşekkür edirem. Qizlarim sevindi nakleykaya göre. Men ise munasib olduguna göre yeniden bu mehsuldan istifade edirem. Yegane nüans qablawdirilma balacadir, lakin qiymetine göre oda göze batası deyil",1
Super👍,1
"məhsulda əladı və çatdırılmada gözlədiyimnəndə tez gəldi,çox təşəkkür edirəm.)",1
soper,1
çox gözəl məhsulda çatdırılmada super təşəkkürlər umico,1
"Çox bəyəndim və yenə 2 dənə aldım, digər yerlərdə 7-8 manatdı",1
хороший товар. легко ложится на кожу и впитывается быстро. реклмендую,1
çox gözəldir,1
məsulu düşünmədən ala bilərsiniz əziz xanımlar,1
Bunu bəyənirəm həmişəki kimi),1
gözəldi,1
beyendm ama baza kimi deyl ela agardicidi,1
çox gözəl 😅,1
normal,1
Çox yaxşı bəyəndim,1
Əla👍🏻,1
heqeten çhox gözəl məhsul du sevərək istifadə edirəm,1
əla,1
bir sozle ela❤️,1
Tək kəlimə ilə möhtəşəm,1
əlaaa,1
otlicnıy baza pod makiyaj. mne ocen panravilos. skrıvayet morşin.,1
очень довольна  товаром. отличная текстура .ложится ровно. рекомендую,1
əla,1
super uzu suse kimi edir😊ilk defeydi alirdim ama cox memnunam,1
"ilk sifarisim gəlib cixmadigi ucun ikinci dəfə sifaris etdim, vaxtinda gəldi sukr..",1
Супер,1
Əladı,1
отлично,1
Mükəmməl👍,1
"Супер средство, я очень довольна, спасибо большое всей бригаде Umico 😊👍🏻",1
mohtesem🫠,1
Möhtəşəm,1
superdi çox sağolun,1
çox qəşəng məhsuldur,1
münasib qiymət və keyfiyyətli məhsul,1
"çoxxx super birşeydir həqiqətən mənim üz dərimə hər şey düşmür ,bunu istifadə edib tonal tətbiq etdikdə effekt superdi🤌🏼😍😍😍",1
qəşəngdir bəyəndim,1
bir sözlə möhtəşəm çox bəyəndim 🥰,1
bir sözlə  möhtəşəm,1
qoxusu çox gözəldir,1
cox beyendim,1
yaxşıdı,1
Möhteşem,1
Super bazadi uzde qeseng durur tonal,1
çox gözəl bazadır və üzü hamar edir,1
ela mehsiuldur,1
"Ölçüsü - 35sm × 48,5sm. Sayı - 92 çıxdı. Qalınlıĝı orta, bundan naziyi də var. Yekun: Bu qiymətə və karqoya çox yaxın olmaĝım üçün razı qaldım.",1
əla,1
kağız nazikdir,1
Ucuz ve keyfiyyətli 100 ededdir,1
Ucuz və sərfəlidir. Bəyəndim.,1
əladi,1
çox nazik və keyfiyyətsiz kağızdır,0
Əladır,1
Çox gözəl. Təşəkkür edirəm,1
Yaxşidi,1
Yaxşı,1
süper,1
nəziy di,0
keyfiyyətli super,1
əla sərfəli,1
normal,1
Əladır.,1
əladı 👍,1
Qiymətinə göre yaxşıdir,1
Əla ucuz keyfiyəyətli,1
ela almaqa deyer tşk edirəm .....,1
Qiyməti münasibdir amma çox nazikdir. Yağışdan sonra ayaqaltında cırılır,0
bu qiymete deyer naziy kağızda olsa hazır yağışlarda başlayıb day qiymetin qaldırmayın😂,1
Adi vərəq kimi nazikdi mən yayda işlədirəm qışda payızda suya palçığa davamlı olacağını gözləmirəm.,0
"5 azn -ə 100 ədəd kağız ayaqaltı yaxşıdı, düzdü sədərək tm -də qiymət 3 azn amma ora kimdi gedən )",1
əla çox xoşuma gəldi,1
"Ishletdim ev islerine yaxsidi, gucu zeif olsada ev isleri ucun idealdir",1
ela,1
salam mehsul geldir eladır ancaq edv niye verilmedi her zaman verilirdi?,1
Aldim yaxşidi təşəkürlər,1
Yaxşıdır.,1
süperdi  almisam,1
əla,1
tanınmış firma alətidir keyfiyyətinə söz yozdu,1
əla 👍,1
çox gözəl super,1
elaaa,1
Yaxşıdır,1
Superrr,1
ağ qalır qaşda bəyənmədim,0
gözəl mehsul,1
"Əla bir məhsuldur , ❤️",1
Qəşəngdir,1
çox bəyəndim,1
Superdi doğurdanda sanki kleydi gün boyinca qalır Makiyaj təmizləmə suyu ilə güclə təmizlədim),1
sabitlemesi ela ag iz buraxir,0
super kley kimi yapsidirir qaslari,1
qarşımda ağardı,0
çox möhtəşəm bir məhsuldur sevə sevə işlədirəm çox bəyənirəm səni sevirəm GOLDEN ROSE min bahalı markanı geride qoyur ❤️,1
ela,1
"Gün boyu sabit qaşlar, ağ-ağ buraxmamasıı😩
Möhtəşəmdi qaş sabitləyici istifadə etmirem normalda amma bunu təriflədilər bir yoxlayım dedim yaxşıki almşam artıq əlimdən düşməyəcək məhsuldur👍🏻",1
çox gözəl,1
superdi men beyendimm☺️,1
elaaa,1
"Bir balaca ağardır qaşı,amma büten gen qalıcıdır.",1
yaxşıdı amma içi çox azdı,0
superdi soz.ola bilmez defelernendi aliram,1
Eladi🤩,1
Cox gözeldi 🥰,1
Həqiqətən tərifləndiyi kimi varmiş gün boyu qaşımı sabitledi,1
10 dan çox qaş məhsulu işlətmişəm.Ama bu məhsul kimi səhərdən axşama kimi qaşları necə var elədə sabit saxlayan gel görməmişəm.Bir sözlə möhtəşəm👏💗,1
ortadi,1
Super,1
ela sabitleyir gün boyu qalicidir,1
əladı çox bəyəndimmmm. səhər istifadə etmişdim axşama kimi olduğu kimi qaldı. hələ yatıb durmuşam da hahahah💖🌷✨,1
Ən yaxşı qaş sabitləyicidir.,1
Süper 🤩🙃👍🏻👍🏻,1
Bəyəndim,1
Superdir qızlar almağa dəyər🌹,1
Mükəmməl qaş sabitləyicisidir. Tövsiyə edirəm.,1
Bəyəndimmmm əladır.,1
"Yaxşıdır məncə,qaşları sabit saxlayır,ağlıq buraxmadı məndə",1
"Aysel cosmetics parfumdən aldım,razıyam💗",1
"Həqiqətəndə superdiiii😍😍yaxşı ki ,almışam. Gün boyu qalıcılıq mükəmməldir və ən əsası ağ görüntü buraxmır qaşda.",1
Ağardır bəyənmədim,0
Qaşları yaxşı sabitləyir bəyəndim,1
içinde çox azdır. bidliyiniz dibinde,0
gəşəng sabitliyir amma qaşlarımı tökdü,0
Mohtesemdiiii agarmirr saatlarca nece var elede qalir. 😍😍😍,1
Qızlar çooox bombadıı deyildiyi qədər var şiddətlə tövsiyyə edirəm alın aldırın👌🫠,1
Super çox yaxşıdı,1
Super,1
superdi bahalı markalarla eyni performansdadı,1
Mukemmel!,1
çox mükəmməl,1
Çox yaxşıdır,1
yaxsidir,1
çox yaxşdı bəyəndim,1
"O qədər gözəldirki heç ağ ağ qalmır qaşda və necə sabitləyirsizsə, yuyana qədər getmir günboyu qalır. 😍😍😍😍😍😍😍😍😍😍😍",1
Super,1
Hədsiz dərəcədə möhtəşəb sabitləyicidir alın aldırın. Çox marka yoxlamışam bu qədər əla qalın qaş sabitləyən qaş geli tanımıram superdii,1
Cox gözel,1
Qaşda ag ləkələr saxlayır iyrenc. İr şeydi . Almayın qəti,0
superdi heqiqeten👍,1
qəşəngdi,1
Möhtəşəm sadəcə,1
supeeer,1
"Очень хороший, не оставляет белых следов",1
"Cox pis keyfiyyetsuz ,məhsuldur.Kley kimi yap6sir qasa",0
Beyendm agliq falan buraxmir eladir gun boyuda sabit saxlayir,1
Çox yaxşı sabitləyir bəyəndim👍,1
sabit saxlasa da qaşda ağ izlər buraxır.,0
çox qəşəydi ağartı etmir,1
ela,1
Qalın qaşlılar üçün yaxşı sabitləyir,1
"çox tərifləyirdilər, aldım amma saqqız kimi yapışqandır, bəyənmədim👎👎üstlik miqdarı da çox azdır.",0
mütləq alın,1
"Bahalı markaları almağa ehtiyac yoxdur,əla məhsuldur,ağ ağ qalmır,gün boyu qaş yerinnən oynamır",1
Super. Artiq necenci defedir aliram. Keyfiyyeti qoruyurlar.,1
Ətri və dadı superdi bitsin 1 kq olanı alacam,1
"пишу честный отзыв, может кому то поможет, кофе мне понравился! Покупаю вторую маленькую пачку, хорошее соответствие цены и вкуса.",1
bəyənmədim dadı acı və tünd heç qoxusu yoxdur,0
отлично 👍 супер,1
dadini beyendim. balacasini sinamaqcun aldim boyuyunu isteyirem alim. kampaniyalar olsa lap ela olar🤌🤌🤌,1
Bəyənirəm və daim alıram,1
Super ətri var tam istədiyim kimi👍🏻👍🏻👍🏻,1
"Yoxlamaq üçün 200 qram almishdim, gözel etirli ela dadi var 👍🏼 Çox tursh deyil. 1 kiloqram olanindan alacam. Teshekkurler",1
Не вкусный кофе .ужасный вкус!,0
"Совсем не вкусный кофе, много рабусты",0
eladiiiiii,1
Кофе вкусный и очень ароматный.Рекомендую👍,1
çox gözəl gəhvədir,1
"Məhsulun keyfiyyəti, qoxusu və dadı qiymətinə görə çox yaxşı idi. Məsləhətlidir.
Sadəcə qeyd edim ki məhsul üyüdülmüş deyil, dən formasındadır.",1
"Əladır. yeni qovrulmuş ətirli, həmdə yerli istehsal.",1
Шикарный кофе,1
"Yaxısır. Təzə qovrulmuş qəhvə, üzərində hətta yağlığı bilinir, dənələr parlaqdır.",1
"Cox beyendim 
Tesekkurler 😍",1
ƏLA!!!,1
Хороший кофе,1
"Быстрая доставка. Вкусный кофе, не кислый",1
"Qiymətinə görə yaxşıdır, mokapotda da yaxşı alınır. Mən bəyəndim",1
"очень вкусный,насыщенный. Аромат приятный. Рекомендую всем любителям кофе 👍👍🥰",1
Очень вкусный кофе!,1
Очень понравился и этот кофе тоже. Вкус просто супер!,1
🤤🤤🤤🤤,1
AllGoods Distributions saticisindan aldim. Tesekkurler,1
"men artiq uzun middetdir ki ise eve bu kofeden aliram, cox beyenilir, zamaninda gozel paketleme ile catdirirlar🙏🏽",1
super qaynag edir,1
əla,1
əla,1
Cox ela bezdir körpe rahat yatir,1
təşəkkür,1
keyfiyet ela,1
çox gözəl bəyəndim. Qiymətde her bir yerdən ucuz və sərfəli. catırlamada tez və gözəl. hər şey şəffafdır,1
4ildi oğlum üçün istifadə edirəm qiymətinə görə keyfiyyəti 10+di sıfır səpki qızarıqlıq👍🏻,1
Küçə pişikləri üçün əla seçimdir ,1
Ela😍,1
her zamanki kimi cox gozel paketleme ve catdirilma vaxtinda olur.artiq defelerle sifaris edirem.cox sagolun.,1
"pişik razıdır, həvəslə yeyir",1
Çox mukemmel,1
ƏLADİR ALMAQ İSDƏYƏNLƏRƏ TÖFSYƏ EDİRƏM ALIN,1
2 ci paketi aldım. çooox əladır🤌,1
Chox suretli hazirlanin kargoya tehvil verildi. Paketlenmesi seliqeli ozenli. Kichik hediyyenide pisiyim chox beyendi😇chox saagolun,1
спасибо за заказ. кошки довольно. но пожалуйста в следующий раз не надо каждую пакетик корма упаковывать отдельно в пластиковые пакеты. это неудобно и не экологично использовать столько пластика,1
möhtəşəm,1
əlaaa,1
отлично. спасибо за скидочные акции на такие товары,1
Pişiklər ləzzətlə yeyir,1
кошке нравится,1
Əla dəyər,1
yaxşı,1
sekilde nece var ele de geldi ela,1
navo avtodan almşdm səhv yollamşdılar ama siz düz yolladız və keyfiyətli gəldi nissan noteyə tam uyğundur,1
super keyfiyet,1
super,1
"Самые любимые, без минусов",1
Çox razı qaldım.❤️,1
Cox bəyəndim,1
beyendim,1
Yaxwidi mamam terifliyir,1
Bağlama yaxşı çıxdı. Sağ olsunlar adapterdə əlavə ediblər. Keyfiyyətli maldı.,1
Əla işləyir!,1
"Yaxşı,əla.",1
"Удобный, качественный. Пользуюсь подключая в ток, но можно и с помощью батареек. Citizen отличная марка",1
əla,1
Çox yaxşı məhsuldur 👍,1
çox yaxşı. təşəkkürlər,1
mənim ücün əla oldu cox gesengdi.yaxşı məhsuldu.,1
"Хороший тонометр, нормально работает, но продавец также приятно удивил. Обычно в комплекте адаптер не прилагается, а он поставил его, как подарок. Спасибо за это👍👍👍",1
"1 cini ölçürsen normal göstərir arxa arxaya 2 və 3 dəfə ölçəndə artıq fərqli rəqəmlər göstərir ki, bununda birinci ilə heç bir əlaqəsi yoxdur. bəlkə mən düzgün istifadə edə bilmirəm??",1
Çox razı qaldım.Təşəkkürlər!,1
Çox rahatdir istifadəsi,1
cox yaxsidi 2gunə gəldi,1
bəyəndim,1
yaxsidi cox sagolun,1
всем рекомендую,1
cox yaxsi keyfiyetlidi almağa deyer,1
"cox yaxşı apparatdı, yaxşı işləyir",1
"əla işləyir,razı qaldım",1
ela 👍👍👍👍,1
Eladı,1
работает отлично,1
"Cox yaxsidir, həm, batareya, hemde adaptor ilə isletmek olur, superdi",1
çox əladi,1
Bu tonometr nəbzi göstərir mi ?,1
"Самые любимые, без минусов, двоим детям покупаем",1
"Всегда брала у этого продавца подгузники, но эта пачка вышла бракованная. С внутренней стороны, где резинка, там все в масле, ребенок пачкается, и есть такие подгузники, где не склеено. Сразу выкидываю. Недовольна покупкой.",0
"Biz cox beyendik sizdirmir narahat etmir,2-3 saatdan bir deyisirem.",1
"Сравнивая цены везде, самые бюджетные здесь. Памперсы конечно не вау, есть с чем сравнить. Но для домашней носки сойдут.",1
"очень хорошие, не протекают, легко надевать",1
eladi,1
Çox razı qaldım❤️,1
bu qiymete ela.tarixide yerinde,1
"Все супер, спасибо.",1
eladi,1
Əla çox gözəl təşəkkürlər🤭,1
Super👍🏽,1
əladı 👍,1
Əla gəldi. Bəyəndim. Tövsiyə edirəm,1
Mükemmel,1
"Super, heçbir problem yaşamadım. Tam işlek idi, Teşekkür edirem.",1
Xarab məhsul göndərirlər məsləhət görmürəm,0
Əla 1 həftədi aldığım heç bir problemi yoxdu,1
ela!,1
super,1
Əla,1
Rulun sag berkidilen hissesi ne ashagi gedir ne de yuxari,0
Bomba kimi işitiyir,1
Əladir,1
Çoox super,1
Məhsul gözlədiyim kimi idi vaxtinda çatdirildi heçbir narazıçılıq yoxdur. Satıcıya təşəkkürlərimi bildirirəm. Diqqətizə görə sağolun.,1
всё было идеально,1
Çox çox ağır məhsuldur. 5 gün içdim elə hiss edirdim ki nəfəsim dayanır. Qətiyyən almayın,0
sizden çox mal almisam çox raziyam bu kofenin efekti hec yoxdur sifir almaga deymez,0
Isdahi kesir 3 gun idi qebul elediyim 2 klo ariglamisdim almaga deyer bir mehsuldu,1
İcdiyim gündən iştahımı blokladı mükəmməl👍,1
4 gündür qəbul edirəm. Deməzdim iştahı tam kəsir. ınşallah sonda yenə reyimi yazacam,1
упаковка не опрятная но товар пока что хороший. пью 3 дня. аппетита совсем нет только воду и чай,1
çox əla məhsuldur. məsləhətli maldir,1
mohtesem,1
Əlaa,1
əla,1
👍👍👍,1
tesekkurler 1 gune catdirildi ve ela isleyir.,1
ela almaqa deyer,1
ela,1
Ela.,1
"Cox yaxşi tualet kağizidir, 32 rulon bu qiymətə əladir, necə diyərlər qiymət perfomans məhsuludur. Diqər marketlərdən  belə ucuz satirlar, həm ucuz alirsan həmdə cìbə qənaət edirsən. Endirimi qacirtmayin. Alin aldirin.",1
mukemmek....,1
Ela qiymet ela keyfiyyet,1
Cox eladı,1
bir az nazikdir diger firmalara nisbeten,1
qoxusu mükəmməldir,1
"Ofisə almışdıq, çox bəyəndik. Yenə seçimimiz bu olacaq",1
Uzun müddət kofe istifadə edən biri kimi deyə bilərəm ki bu qiymətə idealdir. Qovrulma tarixi yenidir. Əla dadı var tövsiyə edirəm,1
"Dadi qiymetine gore yaxshidir, deneleri iridir. Espresso üçün çox da sert deyil. Üzerinde de qeyd edildiyi kimi orta tünd qovrulub. Teshekkurler 👍🏼",1
"Açıqı, burdaki sonuncu rəyi oxudum, və düşündüm ki, rəy qərəzli yazılıb. Çünki bu qədər adam, müsbət rəy yazsın, bir adam bunun tam əskini - ola bilməz. Qəhvəni bu gün dadına baxdım, və 1* rəy verən müştəri düz yazıb. :) Ya, daha öncə alınan qəhvələr başqa olub, biz isə başqasından almışıq, ya da 5* verən yoldaşlar indiyədək yaxşı qəhvə içməyiblər.
Bu qəhvə ya çox aşaqı keyfiyyətlidir, ya qovrulmada problem var (öncədən əlaqə saxlamışdım, dedilər orta qovurulmadır), ya satıcı yalan danışır, bu arabika deyil... Nə isə, həqiqi mənada, heyif bu məhsula verilən puldan. Qəhvə sevənlərə məsləhət görmürəm.",0
"Читаю положительные отзывы и, честно говоря, диву даюсь. Кофе — откровенно слабый. Зёрна явно низкосортные, из упаковки сразу бьёт резкий запах пережарки, без намёка на свежесть или аромат.
Пробовал заваривать всеми доступными способами — эспрессо, турка, френч-пресс, фильтр — результат везде один и тот же: горечь, пустота и отсутствие вкусового профиля. Сделать из этого продукта хотя бы просто «нормальный» кофе не получилось ни разу.
Деньги потрачены впустую, о покупке жалею. Складывается ощущение, что значительная часть отзывов либо накручена, либо написана людьми, которые в принципе не представляют, каким должен быть хороший кофе. К покупке не рекомендую.",0
good,1
"dadı yaxşıdır orta qovrulmuş ,aroması yaxşıdı ,digər məhsullarınızda qovrulma dərəcəsi nədi yazılmayıb onu nəzərə alarsınız qiymıtidə günü günfən qaldıtmasaız lap əla olar",1
turşuluqu azdır qiymət günə günə bahalaşır,1
Отличный,1
отлично вкус соответствует описанию!!!,1
Üyüdülmüş ən bahalı brendlərdən daha ləzzətlidir.,1
Kofe super esl istediyim kimi aci hemise alacam,1
Кофе класс.Ароматный.Буду заказывать ещё.И цена тоже приемлемая.Рекомендую!,1
Super👍,1
"Aromasının qalıcılığına, qəhvə dənələrinin bütövlüyünə görə yaxşıdır. Espresso üçün yaxşıdır.",1
yüksək keyfiyyət,1
"Вкусно, с пенкой и суперский запах по всей квартире.",1
Отличное кофе,1
espresso üçün dadı yaxşıdı,1
yaxşı məhsuldur,1
əla.yumşaq dad.bəyəndik,1
"Заказали 19 числа, доставили 21. Обжарка судя по этикетке была 14 мая.
Вкус хороший, приятный, несмотря на предыдущие комменты :)",1
"В описании 100% арабика, на упаковке тоже, но подвох на чеке, где они вынуждены указать наименование товара правильно, там и указано что кофе арабика 75% и робуста 25%. Долго искали, как обмануть и нашли лазейку.",0
Немного пережарен.,1
"Я даю 10 звезд за этот кофе насыщенный,приятный аромат который окружил моих клиентов в кафе и цена приемлемая.Буду заказывать часто.",1
"Хороший кофе, за хорошую цену! Отличный аромат. Хорошая, качественная и удобная упаковка.",1
"Приятный вкус, oтличный кофе. Средней темной обжарки. Я куплю это для своей кофейни 👍🏻",1
Сгоревший кофе. Ужасный вкус. Категорически не покупайте.,0
"Оно сгоревшее, судя по всему, запах отдаёт сильной кислинкой и кофе очень горький. Тут не просто сильная обжарка, а явная горелость, но может кому-то понравится такое... Чрезмерное добавление молока не спасает ситуации.",0
qovrulma və dad yerində. məsləhətlidir.,1
"Qiymətinə görə şübhələnmişdim, amma rəylərdə yaxşı yazıldığına inanıb aldım.Məsləhət görmürəm, kənar qatqıları çoxdur",0
"Çatdırılma sürətli, məhsul yeni qovrulmuşdur. qiymətinə görə yaxşıdır.",1
Əla,1
əla☺️,1
Əla dadı var. Filter üçün üyüdülüb təşəkkürlər,1
"кошка с удовольствием ест , она стерилизована",1
Çox pisdir narazıyam,0
qızıma aldım bəyəndi ,1
yaxshi məhsuldur qiymətinə görə .,1
Əla beyendim her kese tövsiyye edirem.,1
çox gözəldi,1
Очень понравился ребенку👍,1
ela.qizim cox beyendi,1
Super👍🏻,1
"məhsul,çox,superdi",1
"məhsul problemsiz gəldi , yaxşıdır ,qələmlər əla ,sadəcə boyalar çox kiçikdir",1
möhtəşəmdi. sağol varol Bir market,1
çox əla çıxdı,1
Qiymətinə görə yaxşıdı,1
cox gozel problemsiz geldi 2cisini de sifaris verdim,1
ela,1
Əla,1
Qiymətinə görə yaxşıdır,1
оправдал ожидания,1
21 manat üçün çox yaxşıdı. Bəyəndim✨👍,1
əla,1
Bibim nəvəsinə aldım əla məhsuldu nir sözlə endirimdə 15ə almışdım dəyərdə yəni,1
superdi,1
çox əladı.uşaqlar bəyəndilər.,1
Qizim Cox beyendi bu qeder gozel gozlemirdim,1
Qızım çox bəyəndi qiymətidə münasib keyfiyyətdə əla,1
"gözəldir, rəngləri boldur, məsləhətlidir",1
çox əla .almayanlar alın .,1
çox qeşeng resim destidi,1
əla super.təşəkkurlər,1
Mükəmməll🤩🤩,1
super beyendim👍👍👍,1
"çox gözəl gəldi, uşaqlarda çox bəyəndi. Endirimli qiymətlə aldım.",1
çox yaxşıdır qiymətinə görə bəyəndik.usaqlar sevindi 23 manata dəyər almağa!!!,1
"məhsula qətiyyən söz ola bilməz👍🏻 çox möhtəşəmdir, hətta temudan da ucuz başa gəldi 😻",1
çox qəşəngdi münasibdi həmdə.İçərisində olam hər birşey istifadəyə yararlıdı.Sadəcə qələmləri çoxda kaliteli deyil.Birdə qutusunda ləkə vardı mən çoxda problem etmədim.,1
Superrr,1
çox beyendik hələ endirim qiyməti super oldu həmişə 45 aşağı olurdu hər yerdə,1
çox gözəl,1
ela çox beyendim,1
super bəyəndim,1
əladır,1
çox bəyəndim 🤌❤️,1
BUNU GONDERMEZDEN ONCE YOXLAYINDA 12 AZN QIYMETI 3 AZN KURYER  VE ISLEMIR  HEC KIM ALMASIN,0
çox pis keyfiyyətsiz,0
ela,1
Maşının özü enerji yığır (içində olan batareyanın sancağını ayırıb USBiylə birləşdirib adaptera qoşmaq lazımdır) və pultada batareya qoyursan. Bilməyənlər qutunun üzərində baxa bilərlər.,1
zay məhsuldi aldım işləmədi məsləhət deyil,0
çox əla. övladlarimizdan heç nəyi əsigemeyek.  bir gün bu dünyanı uşaqların sevinci xilas edəcək,1
Pult işlemir,0
👍Əla,1
işləmir çox pisdir almayın,0
is8gi yanir  ammaki 😔radyo yoxdu,0
əla,1
cox pis yalandan deyiller radyosu ama yoxdu inamayln,0
məsləhətlidir. yaxşı işləyir,1
məhsul işləmir,0
ƏLA,1
çox gözəldir amma ciziqlari var usdunde,1
Keyfiyyetsizdir,0
Cox ela,1
Super 🔥,1
çox qəşənk gəldilər bəyəndik🤝,1
yaxşı,1
Super təşəkkürlər Bir market bele kampaniyalar davamlı olsun,1
Elad,1
"sağlam gəlib çatıb,yaxsidir",1
çox gözəl təşəkkürlər,1
Çox bəyəndim.əlavə 2 dənə sifaris etdim tanışlar üçün.,1
Çox gözəl çox bəyəndim,1
çox gözəldir ve tez de geldi teşekkürler,1
❤️❤️❤️ Super hem qiymeti munasibdi hemde ki keyfiyyeti superdi,1
"qiymət yaxşıdır, keyfiyyət baxımından normaldı. satıcıya təşəkkür edirəm",1
matreyali superdi,1
Очень хороший телефон. Привезли все быстро!,1
Zareyetka saxlamıR.Öz özünə zaryetka gedir.Axşam məsələn 60 faiz zaryetka olanda səhər sər durram 40 faiz zaryetka qalır.Almağınızı məsləhət görmürəm.Biz uje 2 aydı almışıq,0
Hec bir problem yoxdu. Her sey qaydasindadir. Birmarketin oz magazasinnan alin.,1
"2 aydır istifadə edirəm, heç bir problem olmayıb. Yaxşıdır.",1
əla,1
məhsul əladır.amma qeydiyyatı yoxdur,1
Əla məhsuldur.  Birmarketdən 3cü dəfədir ki sifariş edirəm və razı qalıram,1
Telefon tam orginaldir ekpress catdirlmada ela cox sagolun🙏,1
"Bir həftədir almışam, istifafə edirəm. Yoxlamışam Orginaldır, hərhansı bir problemi də yoxdur. Qiyməti də digər mağazalara baxanda münasibdir.",1
çox super çox razı qaldim tam orginal,1
"Salam.Məhsul deyildiyi vaxtdan da tez çatdı tsk.edirəm.Məhsulun görünüşü yaxşıdır.Keyfiyyətini işlətmədən deyə bilmərəm.İnşallah ki, problemsiz işləyər.",1
"Məhsul çox yaxşıdır və tam originaldır. Sırf birmarket satır deyə, əminliklə seçim edərək aldım. Sürətlə çatdı. Qiymət də çox sərfəli oldu. Təşəkkürlər, birmarket.",1
"Menim mehsulum kefiyyetsiz gelib, Ekran oz ozune esir ,neqativ olur",0
"Super,original telefondu,endirimlə aldım,təşəkkürlər",1
2 gün gec çatdı ancaq səliqəli və doğru məhsuldur.,1
"Qeyd olunan vaxtdan gec çatdırıldı. 2 saat ərzində çatdırılma seçmişdim, 6 saata çatdırıldı. Məhsul əladır, original, İMEİ kodları standartlar çərçivəsində. Hələ ki heç bir problemi yoxdur.",1
Eladir,1
Hər şey əladı,1
Catdırılma vaxtında oldu mehsul mohtesem cox beyendık,1
Super,1
əladır orjinal no aktivdir,1
"Məhsul əladır, 1 illik qarantiyası var, digər mağazalardan da daha sərfəli satırlar.",1
cox gozel,1
"Mehsul vaxtinda catdirildi, her shey ela. Yoxladiq IMEI kod, hech bir problem cixmadi.",1
